,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
5508,K01425.01,CFRM,2.05388477,2.1635,546.7,2.74,1523.0,5632.0,4.282,1.176,296.32199,48.971481,Neptune-like,Kepler-843 b
5509,K01236.02,CFRM,12.30971679,6.74,396.0,3.82,1104.0,6366.0,4.045,1.697,287.3912,42.194832,Neptune-like,Kepler-279 b
5510,K01236.03,CFRM,54.4205407,8.559,598.0,3.2,574.0,6781.0,4.422,1.067,287.3912,42.194832,Neptune-like,Kepler-279 d
5511,K01238.01,CFRM,27.07237655,6.9592,514.2,2.18,605.0,5936.0,4.501,0.965,297.20895,41.781712,Neptune-like,Kepler-797 b
5512,K01301.02,CFRM,37.5142128,5.303,935.0,2.68,478.0,5291.0,4.489,0.882,293.14648,47.729649,Neptune-like,Kepler-284 c
5513,K01302.01,CFRM,55.6391882,7.316,853.0,3.13,478.0,5949.0,4.493,0.962,289.08365,48.018131,Neptune-like,Kepler-809 b
5514,K00157.04,CFRM,46.6856205,6.3794,588.8,2.52,513.0,5657.0,4.364,1.046,297.11511,41.909142,Neptune-like,Kepler-11 f
5515,K01602.01,CFRM,9.97716876,5.908,252.9,2.53,1028.0,5557.0,4.037,1.616,297.79691,39.921371,Neptune-like,Kepler-1758 b
5516,K01715.01,CFRM,105.0145774,7.426,296.0,2.29,406.0,5868.0,4.363,1.042,294.27728,46.675282,Neptune-like,Kepler-1766 b
5517,K01718.01,CFRM,67.6690554,9.556,961.1,3.39,495.0,6127.0,4.356,1.08,294.16882,46.714611,Neptune-like,Kepler-937 b
5518,K01488.01,CFRM,3.949627144,1.5485,807.2,2.32,966.0,5155.0,4.523,0.836,292.35394,46.22628,Neptune-like,Kepler-861 b
5519,K01489.01,CFRM,16.00460392,3.9475,831.9,2.24,583.0,5180.0,4.597,0.769,288.23666,46.605919,Neptune-like,Kepler-1753 b
5520,K01491.01,CFRM,3.148661555,2.1978,550.5,2.15,1097.0,5258.0,4.458,0.873,297.77927,46.492741,Neptune-like,Kepler-862 b
5521,K01557.01,CFRM,3.295701024,1.8268,1745.7,2.81,875.0,4723.0,4.628,0.691,294.44177,40.55759,Neptune-like,Kepler-304 b
5522,K01557.02,CFRM,9.65349016,2.9029,1308.6,2.41,611.0,4723.0,4.628,0.691,294.44177,40.55759,Neptune-like,Kepler-304 d
5523,K01557.03,CFRM,5.315954488,1.1165,965.9,2.33,746.0,4723.0,4.628,0.691,294.44177,40.55759,Neptune-like,Kepler-304 c
5524,K00180.01,CFRM,10.04556377,3.2027,671.4,2.19,766.0,5632.0,4.554,0.853,284.39429,46.249081,Neptune-like,Kepler-484 b
5525,K01609.01,CFRM,41.6980186,5.7047,440.8,2.03,537.0,5997.0,4.466,0.971,291.40555,40.125488,Neptune-like,Kepler-906 b
5526,K01720.01,CFRM,59.6585348,5.514,1043.8,3.59,393.0,5243.0,4.547,0.831,293.64417,46.989761,Neptune-like,Kepler-1767 b
5527,K01723.01,CFRM,59.6222627,6.888,993.4,3.63,486.0,6108.0,4.471,0.997,294.2413,47.275982,Neptune-like,Kepler-940 b
5528,K01495.01,CFRM,15.59466045,5.0478,867.7,2.74,718.0,5900.0,4.5,0.929,297.66452,43.248959,Neptune-like,Kepler-863 b
5529,K00174.01,CFRM,56.35407916,3.4449,1037.0,2.59,352.0,4802.0,4.582,0.701,296.82291,48.107552,Neptune-like,Kepler-482 b
5530,K01724.01,CFRM,17.42393582,4.929,770.9,3.29,722.0,6018.0,4.46,0.969,294.32635,47.217609,Neptune-like,Kepler-941 b
5531,K01726.01,CFRM,44.96407458,4.981,811.6,2.0,379.0,4827.0,4.615,0.729,294.95511,44.149818,Neptune-like,Kepler-942 b
5532,K01727.01,CFRM,49.7700907,10.065,3529.2,5.12,455.0,5774.0,4.567,0.818,284.27396,41.535019,Neptune-like,Kepler-943 b
5533,K01498.01,CFRM,5.83376197,3.9988,532.9,2.98,1143.0,6213.0,4.387,1.195,285.0571,46.320679,Neptune-like,Kepler-864 b
5534,K01499.01,CFRM,14.16400071,4.3031,728.1,2.35,694.0,5440.0,4.438,0.885,297.72427,43.527431,Neptune-like,Kepler-865 b
5535,K01563.01,CFRM,5.48711441,2.93,1328.6,3.24,836.0,5103.0,4.562,0.787,299.22433,40.343182,Neptune-like,Kepler-305 b
5536,K01563.02,CFRM,8.29084167,3.613,1033.9,3.21,728.0,5103.0,4.562,0.787,299.22433,40.343182,Neptune-like,Kepler-305 c
5537,K01621.01,CFRM,20.31047472,5.3357,164.6,2.41,931.0,6065.0,3.97,1.877,298.5892,40.75069,Neptune-like,Kepler-911 b
5538,K01626.01,CFRM,2.53475568,4.5716,463.0,2.02,1218.0,5662.0,4.532,0.806,298.11121,41.758331,Neptune-like,Kepler-912 b
5539,K01732.01,CFRM,43.3167427,4.995,987.5,2.42,459.0,5654.0,4.59,0.774,293.60126,42.379761,Neptune-like,Kepler-944 b
5540,K01736.01,CFRM,31.0033072,5.253,645.2,2.72,616.0,6090.0,4.447,1.071,291.26974,42.096039,Neptune-like,Kepler-945 b
5541,K01503.01,CFRM,150.2412582,10.849,2378.5,4.6,327.0,5604.0,4.451,0.943,287.28531,51.249981,Neptune-like,Kepler-867 b
5542,K01564.01,CFRM,53.44944498,5.3091,3437.0,5.82,486.0,5919.0,4.485,1.0,291.0838,40.355251,Neptune-like,Kepler-891 b
5543,K01567.01,CFRM,7.24022418,2.9153,864.9,2.14,716.0,4955.0,4.61,0.721,288.53867,40.61615,Neptune-like,Kepler-306 c
5544,K01627.02,CFRM,5.93919041,2.285,424.5,3.7,1357.0,6068.0,4.04,1.797,297.58313,41.952431,Neptune-like,Kepler-913 c
5545,K01628.01,CFRM,19.74733983,3.4444,480.7,2.62,754.0,6243.0,4.406,1.149,298.39575,42.459751,Neptune-like,Kepler-312 c
5546,K01749.01,CFRM,26.964501,3.792,601.7,2.2,573.0,5754.0,4.534,0.905,294.36673,42.252682,Neptune-like,Kepler-947 b
5547,K01506.01,CFRM,40.4286676,7.102,916.1,2.92,494.0,5813.0,4.561,0.833,289.42459,50.994122,Neptune-like,Kepler-869 b
5548,K01507.01,CFRM,21.3588236,5.823,640.1,2.52,691.0,6170.0,4.472,0.992,295.40253,50.47863,Neptune-like,Kepler-870 b
5549,K01508.01,CFRM,22.0459163,5.22,804.8,3.05,640.0,5900.0,4.509,0.951,294.52713,43.36816,Neptune-like,Kepler-871 b
5550,K01567.03,CFRM,17.32670445,4.269,800.0,2.23,535.0,4955.0,4.61,0.721,288.53867,40.61615,Neptune-like,Kepler-306 d
5551,K01567.04,CFRM,44.8411168,5.902,1051.6,2.75,390.0,4955.0,4.61,0.721,288.53867,40.61615,Neptune-like,Kepler-306 e
5552,K00176.01,CFRM,30.22910274,6.6751,443.4,3.49,755.0,6325.0,4.188,1.518,291.64676,41.884659,Neptune-like,Kepler-483 b
5553,K01572.01,CFRM,9.80321143,4.4617,813.4,2.99,896.0,6170.0,4.472,0.992,288.73407,46.939388,Neptune-like,Kepler-894 b
5554,K01573.01,CFRM,24.81097206,3.2245,2090.8,4.22,631.0,6086.0,4.511,0.921,296.84616,40.138611,Neptune-like,Kepler-1755 b
5555,K01643.01,CFRM,11.04605365,4.799,308.3,1.8,869.0,6093.0,4.429,1.025,298.11478,48.4944,Neptune-like,Kepler-919 b
5556,K01751.01,CFRM,8.689301216,2.563,1117.0,2.92,782.0,5211.0,4.447,0.895,298.60788,46.453678,Neptune-like,Kepler-949 b
5557,K01516.01,CFRM,20.55331441,5.3136,678.3,3.19,749.0,6325.0,4.409,1.112,296.4032,51.271339,Neptune-like,Kepler-873 b
5558,K01517.01,CFRM,40.0686713,5.8875,970.9,3.1,560.0,6026.0,4.411,0.992,294.95685,43.014332,Neptune-like,Kepler-874 b
5559,K01574.02,CFRM,191.239133,16.942,1061.2,6.47,401.0,5597.0,3.963,1.699,297.91687,46.96513,Neptune-like,Kepler-87 c
5560,K01576.01,CFRM,10.41572666,2.7719,825.3,3.01,797.0,5511.0,4.426,0.987,297.79514,40.417709,Neptune-like,Kepler-307 b
5561,K01647.01,CFRM,14.97031664,5.884,290.5,2.53,883.0,5726.0,4.123,1.483,298.29495,48.775459,Neptune-like,Kepler-313 b
5562,K01647.02,CFRM,32.2753853,8.622,223.9,2.31,683.0,5726.0,4.123,1.483,298.29495,48.775459,Neptune-like,Kepler-313 c
5563,K01518.01,CFRM,27.5071114,5.907,580.7,2.58,569.0,5783.0,4.539,0.88,297.3013,43.141891,Neptune-like,Kepler-875 b
5564,K01520.01,CFRM,18.45848388,3.3703,535.3,2.5,632.0,5311.0,4.419,0.948,289.85913,46.522671,Neptune-like,Kepler-877 b
5565,K01576.02,CFRM,13.08424286,3.0401,662.0,2.71,739.0,5511.0,4.426,0.987,297.79514,40.417709,Neptune-like,Kepler-307 c
5566,K01650.01,CFRM,6.53194024,3.3351,771.9,3.09,907.0,5301.0,4.391,0.977,284.29694,49.15868,Neptune-like,Kepler-920 b
5567,K01651.01,CFRM,51.3011844,5.359,498.9,2.07,492.0,6032.0,4.508,0.929,284.61621,49.190811,Neptune-like,Kepler-921 b
5568,K01779.01,CFRM,4.66271902,2.757,1630.6,3.86,1039.0,5729.0,4.514,0.939,298.48282,46.793621,Neptune-like,Kepler-318 b
5569,K01779.02,CFRM,11.8150174,2.834,1003.0,3.48,762.0,5729.0,4.514,0.939,298.48282,46.793621,Neptune-like,Kepler-318 c
5570,K01781.01,CFRM,7.834433676,2.89,2018.1,3.47,689.0,4920.0,4.62,0.72,287.60559,49.523258,Neptune-like,Kepler-411 c
5571,K01522.01,CFRM,33.3856176,5.0361,553.2,2.48,580.0,5833.0,4.407,1.022,295.80658,50.909801,Neptune-like,Kepler-879 b
5573,K01581.02,CFRM,144.551628,16.599,1035.2,3.06,303.0,5510.0,4.572,0.803,282.43918,43.734482,Neptune-like,Kepler-896 b
5574,K01583.01,CFRM,8.04727721,5.159,486.0,2.33,855.0,5840.0,4.553,0.849,290.58685,51.69582,Neptune-like,Kepler-897 b
5575,K01659.01,CFRM,29.5390897,4.139,403.3,2.51,714.0,6572.0,4.365,1.238,290.49316,39.785519,Neptune-like,Kepler-1762 b
5576,K00171.02,CFRM,13.07141889,3.0946,251.1,2.47,964.0,6122.0,4.173,1.439,294.74207,43.536831,Neptune-like,Kepler-116 c
5577,K01585.01,CFRM,19.17893976,5.144,752.8,2.4,640.0,5767.0,4.538,0.881,297.48257,40.680779,Neptune-like,Kepler-899 b
5578,K01669.01,CFRM,61.0373591,8.378,437.5,3.38,610.0,6309.0,4.154,1.614,290.66852,40.39772,Neptune-like,Kepler-924 b
5579,K01672.01,CFRM,33.8677783,3.72,894.8,2.31,394.0,4564.0,4.593,0.691,290.10654,40.490662,Neptune-like,Kepler-925 b
5580,K01532.01,CFRM,18.11473813,5.2706,241.5,2.49,830.0,6109.0,4.247,1.36,288.66156,49.737209,Neptune-like,Kepler-885 b
5581,K01589.03,CFRM,27.4345973,5.038,472.6,2.56,672.0,6036.0,4.326,1.131,298.25204,40.496078,Neptune-like,Kepler-84 e
5582,K01677.01,CFRM,52.069002,3.0089,558.3,2.92,524.0,5565.0,4.251,1.246,289.67935,40.700459,Neptune-like,Kepler-926 b
5583,K00191.02,CFRM,2.418406841,2.0744,665.4,2.25,1226.0,5422.0,4.484,0.887,295.28723,41.221958,Neptune-like,Kepler-487 d
5584,K00172.01,CFRM,13.7223682,5.1231,571.1,2.23,746.0,5637.0,4.399,0.943,293.26093,44.868889,Neptune-like,Kepler-69 b
5585,K01591.01,CFRM,19.65639342,3.226,843.2,2.83,549.0,5288.0,4.613,0.74,297.73984,46.94191,Neptune-like,Kepler-1757 b
5586,K01685.01,CFRM,70.468171,6.653,922.4,3.46,511.0,6461.0,4.396,1.131,293.87988,41.393822,Neptune-like,Kepler-1764 b
5587,K01692.01,CFRM,5.960400011,2.8617,828.3,2.85,890.0,5418.0,4.534,0.886,294.6741,42.075581,Neptune-like,Kepler-314 c
5588,K01472.01,CFRM,85.3514875,6.7504,4674.7,6.31,390.0,5584.0,4.478,0.938,294.63239,43.400471,Neptune-like,Kepler-857 b
5589,K00179.01,CFRM,20.74028645,10.3939,1023.3,4.24,798.0,6226.0,4.264,1.299,297.04541,46.328701,Neptune-like,Kepler-458 c
5590,K01593.01,CFRM,9.69501146,2.75,515.2,2.08,833.0,5896.0,4.516,0.914,295.78516,40.439548,Neptune-like,Kepler-308 b
5591,K01595.01,CFRM,40.1097817,5.2096,732.0,3.11,556.0,5509.0,4.265,1.169,289.73169,46.953819,Neptune-like,Kepler-902 b
5592,K01476.01,CFRM,56.3587987,6.927,2559.6,5.04,419.0,5446.0,4.525,0.821,290.85413,51.222809,Neptune-like,Kepler-1752 b
5593,K01478.01,CFRM,76.13622222,7.9393,2949.5,4.78,399.0,5591.0,4.494,0.892,288.84863,51.209049,Neptune-like,Kepler-858 b
5594,K01596.02,CFRM,105.3582299,3.81,1210.2,1.87,204.0,3883.0,4.762,0.496,297.50986,46.961262,Neptune-like,Kepler-309 c
5595,K01598.01,CFRM,56.4758069,5.961,1091.8,3.22,417.0,5497.0,4.57,0.839,288.83936,46.98674,Neptune-like,Kepler-310 c
5596,K01704.01,CFRM,10.4188915,3.0069,670.0,3.17,855.0,5692.0,4.36,1.064,298.01443,42.957458,Neptune-like,Kepler-1765 b
5597,K01705.01,CFRM,20.4998763,6.501,437.8,2.8,731.0,6249.0,4.428,1.076,290.32651,43.12183,Neptune-like,Kepler-1670 b
5598,K01707.01,CFRM,96.109323,9.877,982.3,4.01,409.0,5792.0,4.375,1.005,298.0231,43.363522,Neptune-like,Kepler-315 b
5599,K01480.01,CFRM,20.38174802,3.7922,1597.1,3.16,528.0,4883.0,4.515,0.808,286.74188,43.190102,Neptune-like,Kepler-859 b
5600,K01481.01,CFRM,5.101375725,2.595,894.6,2.84,1050.0,5869.0,4.479,0.954,295.57727,46.254742,Neptune-like,Kepler-860 b
5601,K01601.02,CFRM,62.9224936,11.64,417.8,2.75,462.0,5534.0,4.338,1.08,288.77103,40.664181,Neptune-like,Kepler-903 c
5602,K00191.04,CFRM,38.6520796,5.607,566.5,2.07,487.0,5422.0,4.484,0.887,295.28723,41.221958,Neptune-like,Kepler-487 c
5603,K01710.01,CFRM,14.20442616,3.898,800.6,1.9,602.0,5350.0,4.647,0.678,289.56866,43.538609,Neptune-like,Kepler-933 b
5604,K00173.01,CFRM,10.06083238,4.5718,460.2,2.58,899.0,5705.0,4.297,1.14,291.90704,49.262051,Neptune-like,Kepler-481 b
5605,K01486.02,CFRM,30.1837021,5.879,974.9,3.65,634.0,5733.0,4.281,1.183,294.31699,43.629341,Neptune-like,Kepler-302 b
5606,K01955.01,CFRM,15.17026921,4.3311,224.8,2.47,905.0,6297.0,4.26,1.369,292.67807,46.726711,Neptune-like,Kepler-342 b
5607,K01955.02,CFRM,39.4576228,9.557,244.8,2.8,658.0,6297.0,4.26,1.369,292.67807,46.726711,Neptune-like,Kepler-342 d
5608,K01958.01,CFRM,17.8159689,3.6765,776.8,3.12,699.0,5964.0,4.484,0.933,293.98157,46.687752,Neptune-like,Kepler-66 b
5609,K01959.01,CFRM,36.5157639,3.6577,861.3,2.55,425.0,4847.0,4.54,0.781,283.60526,39.997978,Neptune-like,Kepler-1026 b
5610,K02034.01,CFRM,3.609313059,1.7752,1375.1,3.26,1092.0,5668.0,4.545,0.868,294.51126,38.790501,Neptune-like,Kepler-1065 b
5611,K02035.01,CFRM,1.93155546,1.614,504.9,2.25,1290.0,5461.0,4.552,0.858,298.86658,46.502239,Neptune-like,Kepler-1066 b
5612,K01825.01,CFRM,13.52252364,3.987,690.6,2.11,652.0,5338.0,4.557,0.816,295.30008,40.556591,Neptune-like,Kepler-964 b
5613,K01826.01,CFRM,134.2520474,9.0636,832.1,3.43,393.0,5818.0,4.276,1.2,298.51532,41.891201,Neptune-like,Kepler-965 b
5614,K01828.01,CFRM,99.7468804,6.804,1287.0,3.94,391.0,5620.0,4.363,0.974,297.27057,50.121811,Neptune-like,Kepler-966 b
5615,K01892.01,CFRM,62.5613879,5.907,1372.6,3.54,417.0,5662.0,4.56,0.84,294.8161,45.306122,Neptune-like,Kepler-1674 b
5616,K01960.01,CFRM,8.96847034,4.4073,234.3,2.17,1024.0,5808.0,4.185,1.374,291.96069,42.43301,Neptune-like,Kepler-343 b
5617,K01830.01,CFRM,13.22714056,3.2861,812.0,2.22,638.0,5180.0,4.548,0.8,286.55807,38.405369,Neptune-like,Kepler-967 b
5618,K01831.01,CFRM,51.8098276,6.343,1025.4,2.6,410.0,5191.0,4.53,0.826,286.47147,49.649021,Neptune-like,Kepler-324 c
5620,K01897.01,CFRM,59.7711433,4.843,574.5,3.17,522.0,6214.0,4.382,1.122,288.57443,40.988659,Neptune-like,Kepler-1774 b
5621,K01968.01,CFRM,10.08744556,2.9884,568.1,3.15,942.0,6310.0,4.417,1.095,287.36127,43.738781,Neptune-like,Kepler-1778 b
5622,K01969.01,CFRM,16.34355902,5.474,829.4,3.26,730.0,5730.0,4.394,1.056,300.41751,45.605518,Neptune-like,Kepler-1779 b
5623,K01970.01,CFRM,21.96401646,2.7509,693.4,2.57,643.0,5774.0,4.447,0.958,292.49963,46.324409,Neptune-like,Kepler-344 b
5624,K01970.02,CFRM,125.602323,7.105,925.7,2.89,360.0,5774.0,4.447,0.958,292.49963,46.324409,Neptune-like,Kepler-344 c
5625,K02040.01,CFRM,19.58561177,1.755,532.9,3.09,666.0,5618.0,4.401,0.996,295.79218,47.600101,Neptune-like,Kepler-1785 b
5626,K01832.01,CFRM,4.544436472,1.8141,879.3,3.0,1017.0,5445.0,4.458,0.937,289.83542,49.82563,Neptune-like,Kepler-325 b
5627,K01832.02,CFRM,12.76220558,2.0688,653.8,3.18,721.0,5445.0,4.458,0.937,289.83542,49.82563,Neptune-like,Kepler-325 c
5628,K01832.03,CFRM,38.7149617,3.441,694.8,2.62,498.0,5445.0,4.458,0.937,289.83542,49.82563,Neptune-like,Kepler-325 d
5629,K01901.01,CFRM,85.6542476,6.866,476.0,3.56,522.0,5818.0,4.065,1.647,286.40231,38.738541,Neptune-like,Kepler-1775 b
5630,K01971.01,CFRM,19.32945602,3.794,935.5,2.26,529.0,5026.0,4.604,0.763,293.68192,45.817558,Neptune-like,Kepler-1030 b
5631,K00220.01,CFRM,2.422084188,2.5613,1871.8,3.55,1213.0,5598.0,4.565,0.83,295.94641,42.65892,Neptune-like,Kepler-119 b
5632,K02043.01,CFRM,78.5461106,8.689,658.7,3.55,501.0,5808.0,4.172,1.397,292.5878,38.52203,Neptune-like,Kepler-1786 b
5633,K02044.01,CFRM,16.92342126,4.1864,1125.3,3.4,702.0,5786.0,4.465,0.99,294.64816,46.392361,Neptune-like,Kepler-1068 b
5634,K01838.01,CFRM,16.7364755,2.151,1147.0,2.73,464.0,4334.0,4.618,0.653,289.62524,40.708729,Neptune-like,Kepler-970 b
5635,K01907.01,CFRM,11.35010642,2.2792,1221.0,1.75,403.0,3597.0,4.734,0.514,282.85992,42.66576,Neptune-like,Kepler-1009 b
5636,K01974.01,CFRM,109.4450597,3.792,1269.6,3.04,340.0,5403.0,4.5,0.868,294.08392,42.809589,Neptune-like,Kepler-1780 b
5637,K01975.01,CFRM,7.56052209,3.8573,659.8,2.4,914.0,5895.0,4.503,0.94,283.84515,44.609089,Neptune-like,Kepler-1033 b
5638,K01976.01,CFRM,12.12401737,3.3091,788.4,2.37,675.0,5094.0,4.469,0.87,286.11536,37.966999,Neptune-like,Kepler-1034 b
5639,K02048.01,CFRM,6.17998508,2.1094,750.5,2.12,814.0,5149.0,4.551,0.791,293.05801,45.248821,Neptune-like,Kepler-1071 b
5640,K01839.01,CFRM,9.59068586,3.452,544.6,3.93,1087.0,5476.0,3.904,1.673,284.09457,41.182819,Neptune-like,Kepler-971 b
5641,K01840.01,CFRM,7.03932913,3.514,836.7,4.67,1060.0,5846.0,4.278,1.24,295.8287,43.425491,Neptune-like,Kepler-972 b
5642,K01842.01,CFRM,16.84183355,2.6194,822.1,3.08,699.0,5602.0,4.404,1.009,299.25031,43.410439,Neptune-like,Kepler-1770 b
5643,K01978.01,CFRM,6.51112385,1.6919,695.1,3.09,1008.0,6032.0,4.465,1.001,288.0119,46.117611,Neptune-like,Kepler-346 b
5644,K01978.02,CFRM,23.85163321,2.4453,833.7,3.37,654.0,6032.0,4.465,1.001,288.0119,46.117611,Neptune-like,Kepler-346 c
5645,K01980.01,CFRM,122.8799543,7.835,717.7,2.7,326.0,5413.0,4.51,0.861,295.18164,49.945782,Neptune-like,Kepler-1036 b
5646,K01982.01,CFRM,4.88753111,2.034,679.6,2.45,1003.0,5568.0,4.499,0.957,291.71146,42.341499,Neptune-like,Kepler-1781 b
5647,K02060.01,CFRM,2.800111267,1.0237,706.7,2.13,956.0,4786.0,4.579,0.704,291.22433,45.778091,Neptune-like,Kepler-1788 b
5648,K02062.01,CFRM,34.3511339,4.4408,599.4,2.75,576.0,6091.0,4.487,0.967,291.03363,42.26786,Neptune-like,Kepler-1077 b
5649,K00221.01,CFRM,3.413036353,2.61366,3868.7,6.62,1200.0,5392.0,4.314,1.087,285.93069,39.098141,Neptune-like,Kepler-495 b
5650,K01847.01,CFRM,26.85323647,4.4557,965.8,2.65,544.0,5329.0,4.455,0.869,291.5162,42.248192,Neptune-like,Kepler-977 b
5651,K01910.01,CFRM,34.2685741,4.8251,699.3,2.44,477.0,5083.0,4.468,0.872,289.19263,44.149319,Neptune-like,Kepler-1010 b
5652,K01911.01,CFRM,5.75321539,1.7948,733.8,3.14,920.0,5445.0,4.51,0.929,297.40155,46.824001,Neptune-like,Kepler-1011 b
5653,K01914.01,CFRM,18.93055119,3.372,684.0,4.41,766.0,5015.0,3.987,1.643,290.24805,44.435242,Neptune-like,Kepler-1013 b
5654,K01984.01,CFRM,22.06402,4.1,388.7,2.67,712.0,6232.0,4.432,1.09,298.49329,47.013039,Neptune-like,Kepler-1677 b
5655,K01985.01,CFRM,5.756245244,1.071,623.6,2.24,773.0,4931.0,4.605,0.734,280.92612,44.087929,Neptune-like,Kepler-1782 b
5656,K01986.01,CFRM,148.4601819,5.499,1532.1,3.61,285.0,5159.0,4.548,0.821,298.97217,44.132381,Neptune-like,Kepler-1038 b
5657,K02051.01,CFRM,25.7626846,6.908,619.5,2.66,633.0,5739.0,4.381,1.069,285.79947,42.811779,Neptune-like,Kepler-355 c
5658,K01848.01,CFRM,49.6220669,7.222,505.5,3.33,546.0,5938.0,4.331,1.184,286.71072,43.043449,Neptune-like,Kepler-978 b
5659,K01849.01,CFRM,8.08801663,1.8334,952.9,2.94,792.0,5269.0,4.494,0.874,300.37128,46.408279,Neptune-like,Kepler-979 b
5660,K01850.01,CFRM,11.55103848,3.3601,402.8,2.17,845.0,5907.0,4.395,1.058,294.61301,45.060169,Neptune-like,Kepler-980 b
5661,K01851.01,CFRM,4.469754641,1.813,553.9,2.26,1103.0,5988.0,4.507,0.934,289.2489,47.650101,Neptune-like,Kepler-981 b
5662,K01852.01,CFRM,15.77382794,4.957,313.6,2.72,955.0,6283.0,4.129,1.531,288.41769,46.590431,Neptune-like,Kepler-982 b
5663,K01915.01,CFRM,6.56226483,4.0144,260.8,3.07,1290.0,5878.0,4.005,1.812,296.06433,45.428619,Neptune-like,Kepler-335 b
5664,K01916.01,CFRM,20.67876365,4.6395,323.9,2.42,749.0,5865.0,4.266,1.272,290.23764,41.331379,Neptune-like,Kepler-336 d
5665,K01916.02,CFRM,9.59993246,4.3206,271.2,2.08,967.0,5865.0,4.266,1.272,290.23764,41.331379,Neptune-like,Kepler-336 c
5666,K01990.01,CFRM,24.7577652,6.998,458.7,2.44,644.0,6106.0,4.487,0.966,293.88177,49.683151,Neptune-like,Kepler-1041 b
5667,K01996.01,CFRM,10.13200555,3.1683,911.6,1.67,574.0,4777.0,4.689,0.561,288.66891,39.824009,Neptune-like,Kepler-1042 b
5668,K01997.01,CFRM,38.505224,5.941,695.2,2.45,532.0,5974.0,4.504,0.881,281.66299,47.568581,Neptune-like,Kepler-1043 b
5669,K02055.01,CFRM,8.67890312,3.5317,540.6,2.56,905.0,5509.0,4.308,1.116,294.15271,38.23304,Neptune-like,Kepler-1073 b
5670,K02056.01,CFRM,39.3135699,5.0137,500.1,2.07,540.0,6060.0,4.509,0.925,289.06433,47.11742,Neptune-like,Kepler-1787 b
5671,K01854.01,CFRM,43.0343364,6.571,541.6,2.5,484.0,5550.0,4.476,0.911,296.95886,46.394131,Neptune-like,Kepler-984 b
5672,K01917.01,CFRM,35.01190875,2.868,436.7,2.97,603.0,5872.0,4.332,1.153,291.53439,47.0425,Neptune-like,Kepler-1776 b
5673,K01920.01,CFRM,16.57099265,2.9052,644.9,2.03,614.0,5483.0,4.589,0.779,285.12204,44.1106,Neptune-like,Kepler-1014 b
5674,K01921.01,CFRM,16.00496657,6.5047,377.5,3.71,1040.0,6384.0,4.029,1.904,292.75732,43.42691,Neptune-like,Kepler-1015 b
5675,K01922.01,CFRM,1.954525966,2.0944,392.8,2.38,1540.0,5741.0,4.331,1.136,294.61365,45.984619,Neptune-like,Kepler-1016 b
5676,K01998.01,CFRM,6.77408984,2.6215,520.3,2.5,1058.0,6246.0,4.433,1.092,293.14447,46.666241,Neptune-like,Kepler-1044 b
5677,K02000.01,CFRM,26.41044199,3.0715,991.1,2.45,512.0,5448.0,4.613,0.734,284.18329,45.0741,Neptune-like,Kepler-1045 b
5678,K02066.01,CFRM,147.97391,6.854,1267.1,3.33,329.0,5578.0,4.44,0.95,292.59164,38.399658,Neptune-like,Kepler-1678 b
5679,K02069.01,CFRM,77.2550726,10.214,589.5,3.7,548.0,6564.0,4.255,1.356,296.46448,49.182907,Neptune-like,Kepler-1080 b
5680,K01858.01,CFRM,116.3311739,7.025,1586.3,3.26,323.0,5354.0,4.533,0.835,290.14432,44.04995,Neptune-like,Kepler-985 b
5681,K01860.02,CFRM,12.20951755,4.1808,538.1,2.61,791.0,5670.0,4.397,1.022,291.55695,39.227291,Neptune-like,Kepler-416 c
5682,K00209.02,CFRM,18.79591276,7.5235,2431.4,7.39,852.0,6163.0,4.185,1.406,288.79303,48.04023,Neptune-like,Kepler-117 b
5683,K01928.01,CFRM,63.0380366,7.3702,658.7,2.59,465.0,5798.0,4.411,1.019,283.80954,41.041241,Neptune-like,Kepler-1675 b
5684,K01788.01,CFRM,71.52543938,5.9189,5904.3,5.76,340.0,4855.0,4.542,0.778,287.73755,38.114559,Neptune-like,Kepler-951 b
5685,K01862.01,CFRM,56.4349933,4.7381,580.0,2.37,465.0,5534.0,4.381,1.001,293.09399,42.896431,Neptune-like,Kepler-986 b
5686,K01863.01,CFRM,33.7888028,5.496,649.2,2.71,611.0,6202.0,4.436,1.062,285.66711,48.719559,Neptune-like,Kepler-1673 b
5687,K01864.01,CFRM,3.215109385,4.365,158.0,1.54,1155.0,5541.0,4.472,0.934,289.43811,39.270359,Neptune-like,Kepler-1772 b
5688,K01930.02,CFRM,24.3110031,8.7682,184.4,2.3,831.0,5951.0,4.017,1.693,282.97897,40.784351,Neptune-like,Kepler-338 c
5689,K01930.03,CFRM,44.4304059,10.306,238.5,2.61,680.0,5951.0,4.017,1.693,282.97897,40.784351,Neptune-like,Kepler-338 d
5690,K02010.01,CFRM,25.96190067,6.2732,350.3,3.25,850.0,6369.0,4.088,1.729,295.15811,40.898849,Neptune-like,Kepler-1051 b
5691,K01866.01,CFRM,105.3035093,6.214,1362.2,3.18,351.0,5534.0,4.515,0.875,289.41107,46.130852,Neptune-like,Kepler-987 b
