,PlanetName,HostName,PlanetLetter,NumberOfStars,NumberOfPlanets,NumberOfMoons,DiscoveryYear,OrbitalPeriod,OrbitSemiMajorAxis,PlanetEarthRadius,PlanetJupiterRadius,PlanetEarthMass,PlanetJupiterMass,PlanetProvenance,PlanetDensity,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarRadius,StellarMass,StellarMetallicity,StellarMetallicityRatio,StellarLuminosity,StellarSurfaceGravity,StellarAge,StellarDensity,RA[sexagesimal],RA[deg],Dec[sexagesimal],Dec[deg],GalacticLatitude,GalacticLongitude,EclipticLatitude,EclipticLongitude,TotalProperMotion,ProperMotion(RA),ProperMotion(Dec),Distance,Parallax
72,HAT-P-41 b,HAT-P-41,b,2,1,0,2012,2.69405,0.04258,22.978,2.05,378.2177,1.19,Mass,0.204,1941.0,6390.0,2.05,2.56,0.21,[Fe/H],0.628,4.14,2.2,0.42,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,-10.62609,43.84092,25.27489,300.39152,7.1841239,-3.27913,-6.3921,348.185,2.84386
73,HAT-P-42 b,HAT-P-42,b,1,1,0,2012,4.641878,0.0575,14.348,1.28,331.801,1.044,Mass,0.61,1428.0,5743.0,1.53,1.18,0.27,[Fe/H],0.356,4.14,5.2,0.52838,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,31.58211,223.004,-10.40149,135.98334,33.5158307,-2.91071,-33.3892,405.238,2.43957
74,HAT-P-43 b,HAT-P-43,b,1,1,0,2012,3.3326414,0.0444,13.63,1.216,210.395,0.662,Mass,0.39,1353.0,5693.0,1.08,1.03,0.2,[Fe/H],0.06,4.38,5.7,1.05193,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,27.75424,215.48946,-8.16256,128.66001,16.4078168,-9.05086,-13.6857,528.825,1.86227
75,HAT-P-44 b,HAT-P-44,b,1,2,0,2014,4.301219,0.0507,13.922,1.242,111.871,0.352,Mass,0.23,1108.0,5295.0,0.95,0.94,0.33,[Fe/H],-0.194,4.46,7.5,1.09993,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,64.52011,89.60271,55.02944,185.10785,31.6808398,-29.6806,11.0787,347.85,2.84594
76,HAT-P-45 b,HAT-P-45,b,1,1,0,2014,3.128992,0.0452,15.984,1.426,283.492,0.892,Mass,0.38,1652.0,6330.0,1.32,1.26,0.07,[Fe/H],0.4,4.3,2.0,0.45731,18h17m29.58s,274.3732697,-03d22m51.81s,-3.3810594,5.98199,26.02156,19.98772,274.64606,8.5305185,7.06199,-4.78519,298.64,3.3218
77,HAT-P-46 b,HAT-P-46,b,1,1,0,2014,4.463129,0.0577,14.392,1.284,156.684,0.493,Mass,0.28,1458.0,6120.0,1.4,1.28,0.3,[Fe/H],0.391,4.25,2.5,0.9153,18h01m46.60s,270.4441831,-02d58m15.53s,-2.97098,9.63976,24.53129,20.46757,270.47348,6.3527086,-4.56886,-4.41389,290.736,3.41237
78,HAT-P-49 b,HAT-P-49,b,1,1,0,2014,2.69155,0.04378,17.822,1.59,699.226,2.2,Mass,0.75,2131.0,6820.0,2.06,2.22,0.07,[Fe/H],0.814,4.1,1.5,0.36,20h21m45.92s,305.4413294,+26d41m33.63s,26.6926759,-5.76833,66.92249,44.56141,316.64545,9.3969117,-9.20254,1.90137,350.351,2.82576
79,HAT-P-5 b,HAT-P-5,b,1,1,0,2007,2.78849,0.04073,13.563,1.21,311.4734,0.98,Mass,0.642,1539.0,5960.0,1.12,1.04,0.24,[Fe/H],0.187,4.37,2.6,1.04,18h17m37.33s,274.4055335,+36d37m17.26s,36.6214617,22.14911,63.93673,59.95263,277.0726,13.3103836,11.8658,6.03068,303.336,3.26786
80,HAT-P-50 b,HAT-P-50,b,1,1,0,2015,3.1220109,0.0453,14.437,1.288,429.0705,1.35,Mass,0.78,1862.0,6280.0,1.7,1.27,-0.18,[Fe/H],0.603,4.07,3.37,0.357,07h52m15.23s,118.0634379,+12d08m21.65s,12.1393474,18.9095,208.67365,-8.63985,117.72371,13.8705935,6.73576,-12.1253,515.458,1.91293
81,HAT-P-51 b,HAT-P-51,b,1,1,0,2015,4.2180278,0.05069,14.493,1.293,98.20947,0.309,Mass,0.178,1192.0,5449.0,1.04,0.98,0.27,[Fe/H],-0.066,4.39,8.2,1.223,01h24m15.63s,21.0651251,+32d48m38.52s,32.8107,-29.55538,130.85829,22.14724,32.13728,18.9952545,-9.17549,-16.6322,440.089,2.24399
82,HAT-P-52 b,HAT-P-52,b,1,1,0,2015,2.7535953,0.03694,11.31,1.009,259.98494,0.818,Mass,0.98,1218.0,5131.0,0.89,0.89,0.28,[Fe/H],-0.305,4.48,9.4,1.75,02h50m53.22s,42.7217412,+29d01m20.10s,29.0222492,-26.98024,152.17845,12.07168,48.93352,31.2235632,14.8654,-27.4578,361.155,2.74033
83,HAT-P-53 b,HAT-P-53,b,1,1,0,2015,1.9616241,0.03159,14.773,1.318,471.65972,1.484,Mass,0.8,1778.0,5956.0,1.21,1.09,0.0,[Fe/H],0.217,4.31,4.67,0.87,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,-23.36944,130.55561,27.50229,35.56436,3.2409127,-0.175637,-3.23615,666.802,1.47114
84,HAT-P-54 b,HAT-P-54,b,1,1,0,2015,3.799847,0.04117,10.581,0.944,241.5508,0.76,Mass,1.118,818.0,4390.0,0.62,0.65,-0.127,[Fe/H],-0.902,4.67,3.9,2.08306,06h39m35.52s,99.8979924,+25d28m56.64s,25.4824005,8.89777,188.78409,2.34958,98.93436,33.2370806,-0.0732176,-33.237,143.651,6.93252
85,HAT-P-55 b,HAT-P-55,b,1,1,0,2015,3.5852467,0.04604,13.249,1.182,184.97706,0.582,Mass,0.435,1313.0,5808.0,1.01,1.01,-0.03,[Fe/H],0.064,4.43,4.2,1.22933,17h37m05.64s,264.2735096,+25d43m52.13s,25.7311468,26.9685,49.58846,49.01397,262.123,10.9778775,7.39262,-8.1156,511.388,1.9266
86,HAT-P-56 b,HAT-P-56,b,1,1,0,2015,2.79083,0.0423,16.926,1.51,734.1873,2.31,Mass,0.75,1840.0,6566.0,1.47,1.42,0.0,[Fe/H],0.553,3.39,2.01,0.63,06h43m23.52s,100.8480137,+27d15m07.86s,27.2521823,10.42964,187.53757,4.17585,99.65755,24.3619558,-8.16147,-22.9542,320.639,3.09123
87,HAT-P-57 b,HAT-P-57,b,3,1,0,2015,2.4653,0.0406,19.504,1.74,448.1403,1.41,Mass,0.332,2200.0,6330.0,1.85,2.77,-0.25,[Fe/H],0.806,4.25,1.0,0.62,18h18m58.42s,274.743418,+10d35m49.91s,10.5971968,11.96776,38.82228,33.94394,275.62291,14.8748682,-4.59948,-14.1459,279.86,3.54505
88,HAT-P-58 b,HAT-P-58,b,1,1,0,2021,4.0138379,0.04994,14.93,1.332,118.23217,0.372,Mass,0.194,1622.0,6078.0,1.53,1.03,-0.224,[Fe/H],0.456,4.08,7.11,0.405,04h35m23.16s,68.8465093,+56d52m05.77s,56.8682691,6.3006,150.04883,34.44069,76.16305,16.0977403,-10.883,11.8616,515.59,1.9123
89,HAT-P-59 b,HAT-P-59,b,1,1,0,2021,4.1419771,0.05064,12.588,1.123,489.45575,1.54,Mass,1.347,1278.0,5678.0,1.1,1.01,0.217,[Fe/H],0.054,4.36,7.3,1.059,19h29m50.12s,292.4588212,+62d31m45.08s,62.5291892,19.63991,94.0548,79.61171,347.76767,21.8140942,20.9566,-6.05604,265.471,3.73805
90,HAT-P-6 b,HAT-P-6,b,1,1,0,2007,3.85298,0.05239,16.589,1.48,419.5356,1.32,Mass,0.558,1675.0,6570.0,1.62,1.79,-0.13,[Fe/H],0.553,4.22,2.3,0.59,23h39m05.78s,354.7740917,+42d27m57.55s,42.4659866,-18.43512,108.96346,40.25321,15.73068,20.3165716,-20.0751,3.12305,275.358,3.60357
91,HAT-P-60 b,HAT-P-60,b,1,1,0,2021,4.7947813,0.06277,18.282,1.631,182.43351,0.574,Mass,0.164,1772.0,6212.0,2.2,1.44,0.037,[Fe/H],0.809,3.91,2.765,0.1909,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,-9.67032,132.48097,37.41762,47.01485,27.218677,26.5112,6.16544,233.22,4.25972
92,HAT-P-61 b,HAT-P-61,b,1,1,0,2021,1.90231289,0.0301,10.077,0.899,335.94463,1.057,Mass,1.8,1505.0,5587.0,0.94,1.0,0.194,[Fe/H],-0.115,4.5,2.6,1.715,05h01m55.24s,75.4801665,+50d07m52.24s,50.1311784,5.02601,157.78135,27.21538,79.58808,24.1065905,-11.0214,-21.4396,338.84,2.92298
93,HAT-P-62 b,HAT-P-62,b,1,1,0,2021,2.6453235,0.03772,12.027,1.073,241.86742,0.761,Mass,0.77,1512.0,5629.0,1.17,1.02,0.414,[Fe/H],0.091,4.31,8.1,0.901,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,3.39851,158.83659,25.47046,78.64683,46.1882599,14.7318,-43.7759,348.815,2.83881
94,HAT-P-63 b,HAT-P-63,b,1,1,0,2021,3.377728,0.04294,12.543,1.119,195.14664,0.614,Mass,0.54,1237.0,5400.0,0.97,0.93,0.251,[Fe/H],-0.146,4.43,9.0,1.448,18h39m11.22s,279.7967696,-20d01m27.37s,-20.0242684,-6.39952,13.68182,3.10225,279.21284,8.3854624,-7.62293,-3.49384,4483.05,-0.149186
95,HAT-P-64 b,HAT-P-64,b,1,1,0,2021,4.007232,0.05387,19.089,1.703,184.34048,0.58,Mass,0.144,1766.0,6457.0,1.74,1.3,-0.113,[Fe/H],0.668,4.07,2.88,0.35,04h35m53.85s,68.9743955,+02d25m52.58s,2.4312732,-28.45082,193.55233,-19.39254,67.66494,8.6899889,7.78409,-3.86314,651.897,1.50537
96,HAT-P-65 b,HAT-P-65,b,1,1,0,2016,2.6054552,0.03951,21.185,1.89,167.49641,0.527,Mass,0.096,1930.0,5835.0,1.86,1.21,0.1,[Fe/H],0.555,3.98,5.46,0.266,21h03m37.32s,315.9054895,+11d59m21.72s,11.9893675,-22.3345,60.50165,27.47371,322.35654,7.4606907,4.21755,-6.1542,738.519,1.32608
97,HAT-P-66 b,HAT-P-66,b,1,1,0,2016,2.972086,0.04363,17.822,1.59,248.86089,0.783,Mass,0.242,1896.0,6002.0,1.88,1.25,0.035,[Fe/H],0.615,3.99,4.66,0.269,10h02m17.43s,150.5726262,+53d57m02.97s,53.9508237,49.12363,160.16347,38.81337,131.13239,17.9084728,-9.38107,-15.2548,935.456,1.03958
98,HAT-P-67 b,HAT-P-67,b,2,1,0,2017,4.8101025,0.06505,23.371,2.085,108.0622,0.34,Mass,0.052,1903.0,6406.0,2.55,1.64,-0.08,[Fe/H],0.939,3.85,1.24,0.09809,17h06m26.57s,256.6107279,+44d46m36.79s,44.7768849,36.91147,70.15807,67.06032,245.05553,20.4868845,9.43591,-18.1845,371.686,2.66176
99,HAT-P-68 b,HAT-P-68,b,1,1,0,2020,2.29840551,0.02996,12.016,1.072,230.10892,0.724,Mass,0.727,1028.0,4508.0,0.67,0.68,-0.059,[Fe/H],-0.779,4.62,11.1,3.165,07h53m55.96s,118.4831501,+23d56m17.59s,23.9382192,23.83401,197.14414,3.02172,115.87988,23.700655,-23.6552,-1.46716,202.152,4.91793
100,HAT-P-69 b,HAT-P-69,b,1,1,0,2019,4.7869491,0.06555,18.786,1.676,1137.8314,3.58,Mass,1.02,1930.0,7394.0,1.93,1.65,-0.069,[Fe/H],1.0,4.11,1.27,0.36453,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,26.20647,222.78554,-14.03038,131.92,3.0209652,-2.85623,0.983962,341.263,2.90206
101,HAT-P-7 b,HAT-P-7,b,2,1,0,2008,2.20474,0.03676,16.926,1.51,584.8072,1.84,Mass,0.712,2733.0,6389.0,2.0,1.56,0.26,[Fe/H],0.814,4.07,2.07,0.27,19h28m59.33s,292.24719,+47d58m10.35s,47.9695429,13.97537,80.03294,68.12398,312.86818,20.3369477,-18.2812,8.91006,341.079,2.9031
102,HAT-P-70 b,HAT-P-70,b,1,1,0,2019,2.74432452,0.04739,20.961,1.87,2154.8874,6.78,Mass,1.54,2562.0,8450.0,1.86,1.89,-0.059,[Fe/H],1.223,4.18,0.6,0.40362,04h58m12.56s,74.5523332,+09d59m52.73s,9.9979794,-19.66114,189.96459,-12.60904,74.40738,5.6591036,-2.65745,-4.99634,330.739,2.99621
103,HAT-P-8 b,HAT-P-8,b,3,1,0,2008,3.07634,0.04496,15.693,1.4,406.8224,1.28,Mass,0.568,1700.0,6200.0,1.57,1.27,0.01,[Fe/H],0.519,4.15,3.4,0.46,22h52m09.96s,343.0414932,+35d26m49.84s,35.4471778,-21.38256,97.14496,38.80075,0.93247,76.2465043,74.7468,15.0481,211.553,4.69844
104,HAT-P-9 b,HAT-P-9,b,1,1,0,2008,3.92281072,0.05287,15.614,1.393,238.05467,0.749,Mass,0.342,1540.0,6350.0,1.34,1.28,0.12,[Fe/H],0.418,4.29,1.6,0.755,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,21.4426,181.08665,14.85084,106.51962,16.2127474,-9.62995,-13.0429,455.203,2.1687
105,HATS-10 b,HATS-10,b,1,1,0,2015,3.312846,0.04491,10.862,0.969,167.17858,0.526,Mass,0.7,1407.0,5880.0,1.1,1.1,0.15,[Fe/H],0.117,4.39,3.3,1.15,19h37m13.64s,294.3068385,-22d12m16.15s,-22.2044872,-19.62467,17.37913,-0.63581,292.40314,5.8870978,5.35139,-2.45368,534.889,1.84118
106,HATS-11 b,HATS-11,b,1,1,0,2016,3.619188,0.0507,18.03,1.609,263.7989,0.83,Mass,0.315,1596.0,6563.0,1.54,1.33,0.03,[Fe/H],0.403,4.19,7.7,0.479,19h17m36.18s,289.4007603,-22d23m24.03s,-22.3900092,-15.5115,15.35571,-0.14734,287.88653,20.240376,2.13932,-20.127,944.603,1.03135
107,HATS-12 b,HATS-12,b,1,1,0,2016,3.142702,0.0441,7.76,0.692,759.6137,2.39,Mass,1.12,1446.0,6357.0,1.17,1.16,-0.1,[Fe/H],0.863,4.36,2.36,0.269,19h16m48.58s,289.202402,-19d21m21.32s,-19.3559227,-14.11663,18.14948,2.88476,288.102,18.0385851,12.248,13.243,746.138,2.673493
108,HATS-13 b,HATS-13,b,1,1,0,2015,3.0440499,0.04057,13.585,1.212,172.58169,0.543,Mass,0.377,1244.0,5523.0,0.89,0.96,0.05,[Fe/H],-0.321,4.52,2.5,1.93,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,-40.44359,20.64911,-9.19453,311.67662,10.8841162,3.47937,-10.313,421.855,2.34291
109,HATS-14 b,HATS-14,b,1,1,0,2015,2.7667641,0.03815,11.646,1.039,340.39593,1.071,Mass,1.191,1276.0,5346.0,0.93,0.97,0.33,[Fe/H],-0.173,4.48,4.9,1.682,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,-37.08329,20.03137,-7.84238,308.5281,9.9372942,1.05306,-9.88134,513.011,1.92119
110,HATS-15 b,HATS-15,b,1,1,0,2016,1.74748753,0.02712,12.386,1.105,689.6911,2.17,Mass,1.97,1505.0,5311.0,0.92,0.87,0.0,[Fe/H],-0.204,4.45,11.0,1.57,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,-33.28171,26.56133,-1.29605,308.31376,18.3046061,18.2375,1.56595,1139.55,0.853805
111,HATS-16 b,HATS-16,b,1,1,0,2016,2.686502,0.03744,14.572,1.3,1039.3041,3.27,Mass,1.86,1592.0,5738.0,1.24,0.97,-0.1,[Fe/H],0.173,4.24,9.5,0.72,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,-77.12348,16.62766,-26.76032,345.80574,20.4258335,20.3207,-2.06974,757.044,1.2921
112,HATS-17 b,HATS-17,b,1,1,0,2016,16.254611,0.1308,8.709,0.777,425.25654,1.338,Mass,3.5,814.0,5846.0,1.09,1.13,0.3,[Fe/H],0.093,4.42,2.1,1.22,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,15.25563,302.46383,-38.39269,212.78457,32.1829891,-32.0582,2.83136,400.331,2.47137
113,HATS-18 b,HATS-18,b,1,1,0,2016,0.83784,0.0174,14.897,1.329,629.14449,1.9795,Mass,1.1169,2069.0,5600.0,1.02,1.04,0.28,[Fe/H],-0.032,4.44,4.2,1.37,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,30.87451,283.68658,-28.91789,187.18307,5.8443095,3.17931,-4.90387,624.368,1.57358
114,HATS-2 b,HATS-2,b,1,1,0,2013,1.354133,0.023,13.092,1.168,427.463,1.345,Mass,1.05,1577.0,5227.0,0.9,0.88,0.15,[Fe/H],-0.268,4.48,9.7,1.43916,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,37.9221,283.96382,-21.89665,186.46221,46.4383031,-46.4235,-1.17245,341.925,2.89606
115,HATS-23 b,HATS-23,b,1,1,0,2017,2.1605156,0.03397,20.849,1.86,467.2101,1.47,Mass,0.29,1654.0,5780.0,1.2,1.12,0.28,[Fe/H],0.155,4.33,4.2,0.91,19h05m28.02s,286.36675,-50d04m02.46s,-50.0673496,-22.61865,346.88498,-27.29317,281.74362,7.3650822,7.3145,-0.861699,639.004,1.53649
116,HATS-24 b,HATS-24,b,1,1,0,2017,1.3484978,0.0238,15.637,1.395,718.2958,2.26,Mass,1.03,2166.0,6125.0,1.12,1.07,-0.229,[Fe/H],0.19,4.37,3.7,1.059,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474,-17.45562,331.7177,-38.3107,269.33082,17.6067397,1.03147,-17.5765,494.182,1.99658
117,HATS-25 b,HATS-25,b,1,1,0,2016,4.2986432,0.05163,14.123,1.26,194.82979,0.613,Mass,0.38,1277.0,5715.0,1.11,0.99,0.02,[Fe/H],0.068,4.35,7.5,1.03,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,37.0577,320.25244,-11.51357,214.38353,23.7237002,-19.4826,-13.5367,471.158,2.09452
118,HATS-26 b,HATS-26,b,1,1,0,2016,3.3023881,0.04735,19.616,1.75,206.5895,0.65,Mass,0.153,1918.0,6071.0,2.04,1.3,-0.02,[Fe/H],0.704,3.94,4.04,0.218,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,17.78428,259.72931,-39.76929,159.22623,4.6501304,-2.20575,-4.0937,861.843,1.13189
119,HATS-27 b,HATS-27,b,1,1,0,2016,4.637038,0.0611,16.814,1.5,168.4499,0.53,Mass,0.18,1659.0,6438.0,1.74,1.42,0.09,[Fe/H],0.669,4.11,2.3,0.379,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,16.28136,303.42806,-37.04369,213.17088,13.6042345,-13.5933,0.545336,816.988,1.19821
120,HATS-28 b,HATS-28,b,1,1,0,2016,3.1810781,0.04131,13.384,1.194,213.58176,0.672,Mass,0.48,1253.0,5498.0,0.92,0.93,0.01,[Fe/H],-0.157,4.48,6.2,1.67,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,-21.13143,347.45078,-26.22023,280.44898,12.5038973,11.096,-5.76422,535.383,1.83949
121,HATS-29 b,HATS-29,b,1,1,0,2016,4.6058749,0.05475,14.022,1.251,207.54299,0.653,Mass,0.411,1212.0,5670.0,1.07,1.03,0.16,[Fe/H],0.029,4.39,5.5,1.17,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,-23.142,341.6104,-31.98584,280.17137,37.4031182,3.98992,-37.1897,353.891,2.79769
122,HATS-3 b,HATS-3,b,1,1,0,2013,3.547851,0.0485,15.48,1.381,340.382,1.071,Mass,0.51,1648.0,6351.0,1.4,1.21,-0.157,[Fe/H],0.456,4.22,3.2,0.62,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,-36.07191,21.29696,-6.44421,308.20806,18.779572,10.4255,15.6199,411.211,2.40421
123,HATS-30 b,HATS-30,b,2,1,0,2016,3.1743516,0.04354,13.171,1.175,224.38798,0.706,Mass,0.543,1414.0,5943.0,1.06,1.09,0.06,[Fe/H],0.097,4.42,2.3,1.29,00h22m28.45s,5.618525,-59d56m33.32s,-59.9425892,-56.81169,309.55456,-54.45003,329.01782,22.839478,-22.3092,-4.89299,342.14,2.89407
124,HATS-31 b,HATS-31,b,1,1,0,2016,3.37796,0.0478,18.383,1.64,279.6904,0.88,Mass,0.243,1823.0,6050.0,1.87,1.27,0.0,[Fe/H],0.619,4.0,4.3,0.275,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,38.43228,301.5875,-17.81558,200.53358,2.5021229,-1.15564,-2.21926,773.974,1.26369
125,HATS-32 b,HATS-32,b,1,1,0,2016,2.8126548,0.04024,14.0,1.249,292.4036,0.92,Mass,0.58,1437.0,5700.0,1.1,1.1,0.39,[Fe/H],0.057,4.4,3.5,1.17,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,-64.93107,40.58713,-14.10241,338.84211,20.1688334,-1.42542,-20.1184,745.116,1.31348
126,HATS-33 b,HATS-33,b,1,1,0,2016,2.5495551,0.03727,13.787,1.23,378.85336,1.192,Mass,0.79,1429.0,5659.0,1.02,1.06,0.29,[Fe/H],-0.018,4.45,3.0,1.4,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,-28.57624,342.28699,-33.29142,286.47841,38.490164,5.38221,-38.112,248.46,3.99633
127,HATS-34 b,HATS-34,b,1,1,0,2016,2.1061607,0.03166,16.029,1.43,299.07803,0.941,Mass,0.4,1445.0,5380.0,0.98,0.95,0.25,[Fe/H],-0.14,4.43,7.7,1.44,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,-53.76568,312.35473,-54.69378,323.10109,5.7005088,2.89427,4.91111,508.842,1.93638
128,HATS-35 b,HATS-35,b,1,1,0,2016,1.8209993,0.03199,16.41,1.464,388.38826,1.222,Mass,0.484,2037.0,6300.0,1.43,1.32,0.21,[Fe/H],0.465,4.24,2.13,0.628,19h46m45.23s,296.688442,-63d33m56.34s,-63.5656488,-30.1993,332.9417,-41.5552,285.49722,23.2444817,19.4055,-12.7958,514.555,1.91556
129,HATS-36 b,HATS-36,b,1,1,0,2018,4.175186,0.0523,12.92,1.153,1022.14128,3.216,Mass,2.12,1203.0,5950.0,1.1,1.1,0.15,[Fe/H],0.215,4.4,0.62,1.19,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,-17.59239,15.35677,-1.21836,289.6708,7.8836988,2.19878,-7.57087,856.436,1.13973
130,HATS-37 A b,HATS-37 A,b,2,1,0,2020,4.3315366,0.04913,6.793,0.606,31.46517,0.099,Mass,0.55,1085.0,5326.0,0.88,0.84,0.051,[Fe/H],-0.256,4.48,11.46,0.86724,13h19m12.44s,199.80183,-22d59m12.64s,-22.9868431,39.43782,311.21577,-13.54688,207.00749,22.6368983,-21.7843,6.15414,211.896,4.69166
131,HATS-38 b,HATS-38,b,1,1,0,2020,4.375021,0.05036,6.882,0.614,23.51942,0.074,Mass,0.403,1294.0,5732.0,1.1,0.89,-0.102,[Fe/H],0.072,4.3,11.89,1.02548,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,25.74431,264.16473,-33.22293,166.85001,23.0213679,-21.7517,-7.53969,343.525,2.88283
132,HATS-39 b,HATS-39,b,1,1,0,2018,4.5776348,0.06007,17.598,1.57,200.2329,0.63,Mass,0.202,1645.0,6572.0,1.62,1.38,0.0,[Fe/H],0.64,4.16,2.06,0.457,07h29m40.61s,112.4192251,-29d56m16.50s,-29.9379163,-5.70925,243.75063,-50.94368,121.63595,5.6888303,2.66967,-5.02351,878.521,1.1208
133,HATS-4 b,HATS-4,b,1,1,0,2014,2.516729,0.0362,11.433,1.02,420.471,1.323,Mass,1.55,1315.0,5403.0,0.93,1.0,0.43,[Fe/H],-0.187,4.51,2.1,1.35215,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,-17.44828,229.82471,-45.90823,95.46168,2.497807,0.265654,2.48364,416.459,2.37234
134,HATS-40 b,HATS-40,b,1,1,0,2018,3.2642736,0.04997,17.71,1.58,505.3497,1.59,Mass,0.49,2101.0,6460.0,2.26,1.56,0.01,[Fe/H],0.903,3.92,2.07,0.189,06h42m17.10s,100.5712467,-29d46m36.41s,-29.77678,-14.90957,239.1018,-52.65898,105.21984,7.0827908,-4.34357,5.59458,1342.29,0.716118
135,HATS-41 b,HATS-41,b,1,1,0,2018,4.193649,0.0583,14.908,1.33,3082.951,9.7,Mass,5.1,1710.0,6424.0,1.71,1.5,0.47,[Fe/H],0.653,4.14,1.34,0.42,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,-11.43574,237.62132,-49.61401,108.74057,4.7600917,-0.139061,-4.75806,737.668,1.32725
136,HATS-42 b,HATS-42,b,1,1,0,2018,2.292102,0.03689,15.693,1.4,597.5204,1.88,Mass,0.83,1856.0,6060.0,1.48,1.27,0.22,[Fe/H],0.425,4.2,3.26,0.55,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,-10.30432,245.353,-55.12784,117.51426,2.9773886,0.758928,-2.87904,800.377,1.2207
137,HATS-43 b,HATS-43,b,1,1,0,2018,4.3888497,0.04944,13.227,1.18,82.95363,0.261,Mass,0.191,1003.0,5099.0,0.81,0.84,0.05,[Fe/H],-0.398,4.54,8.6,2.18,05h22m09.18s,80.5382418,-30d58m14.94s,-30.9708179,-31.63293,234.24754,-53.9558,76.14015,9.7201911,8.70402,4.32691,362.273,2.73148
138,HATS-44 b,HATS-44,b,1,1,0,2018,2.7439004,0.03649,11.96,1.067,177.9848,0.56,Mass,0.56,1161.0,5080.0,0.85,0.86,0.32,[Fe/H],-0.398,4.51,9.7,1.98,05h37m18.42s,84.3267559,-27d58m21.27s,-27.9725758,-27.62676,232.00021,-51.25406,81.98133,2.1746878,-2.15966,0.255217,446.035,2.2131
139,HATS-45 b,HATS-45,b,1,1,0,2018,4.1876244,0.05511,14.415,1.286,222.481,0.7,Mass,0.41,1518.0,6450.0,1.31,1.27,0.02,[Fe/H],0.425,4.3,1.52,0.79,06h47m58.62s,101.9942455,-21d54m38.56s,-21.9107112,-10.52264,232.27915,-44.69689,105.73764,4.8666324,-3.18139,3.68278,772.11,1.2665
140,HATS-46 b,HATS-46,b,1,1,0,2018,4.7423729,0.05367,10.122,0.903,54.98459,0.173,Mass,0.28,1054.0,5495.0,0.85,0.92,-0.06,[Fe/H],-0.23,4.54,3.0,2.1,00h26m48.63s,6.7026401,-56d18m57.97s,-56.3161021,-60.47939,309.86547,-52.11036,333.75257,22.6729912,21.4603,7.31574,453.808,2.17475
141,HATS-47 b,HATS-47,b,1,1,0,2020,3.9228038,0.04269,12.52,1.117,117.27927,0.369,Mass,0.331,853.0,4512.0,0.66,0.67,-0.113,[Fe/H],-0.796,4.63,8.1,3.36,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,-23.20563,347.51462,-26.98793,282.60512,6.2000423,3.82723,4.87779,300.67,3.29787
142,HATS-48 A b,HATS-48 A,b,2,1,0,2020,3.1316666,0.03769,8.967,0.8,77.23269,0.243,Mass,0.589,955.0,4546.0,0.72,0.73,0.186,[Fe/H],-0.709,4.59,11.97,2.804,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,-26.03035,337.02981,-36.89585,281.69499,6.8951776,3.12486,6.14644,263.609,3.76477
143,HATS-49 b,HATS-49,b,1,1,0,2020,4.1480467,0.04515,8.575,0.765,112.19399,0.353,Mass,0.986,835.0,4405.0,0.7,0.71,0.208,[Fe/H],-0.785,4.6,10.5,2.961,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,-60.44212,309.95254,-52.10018,333.66152,43.3757032,42.5812,8.26396,324.413,3.05372
