ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
K00353.03,CAND,11.1619384,5.195,124.4,1.97,1093,337.23,6200,4.072,1.64,295.21268,49.56218,TBD,N/A
K06242.03,CAND,78.86684,4.5,86.1,1.3,573,25.44,6907,4.264,1.381,289.03772,49.712601,TBD,N/A
K00896.03,CAND,28.8672107,3.782,347.1,1.51,493,14,5191,4.564,0.837,293.0614,43.58136,TBD,N/A
K06151.01,CAND,431.78556,9.135,332.6,1.36,211,0.47,5642,4.6,0.747,291.20096,42.449989,TBD,N/A
K06245.01,CAND,144.102562,2.753,171.3,1.67,437,8.64,6528,4.257,1.26,297.51782,49.917702,TBD,N/A
K06245.02,CAND,112.317402,3.471,182.4,1.77,475,12.05,6528,4.257,1.26,297.51782,49.917702,TBD,N/A
K06246.01,CAND,9.13315062,2.1557,231.2,1.48,900,155.42,6122,4.487,0.964,287.16504,50.113232,TBD,N/A
K02086.04,CAND,335.56311,13.06,158,1.83,333,2.9,6200,4.16,1.448,288.96124,42.265011,TBD,N/A
K00337.02,CAND,154.607419,9.225,279.9,1.56,340,3.16,6017,4.508,0.931,295.68481,47.748081,TBD,N/A
K01519.02,CAND,57.132855,4.958,414.1,1.81,414,6.94,5157,4.445,0.904,283.47818,43.383781,TBD,N/A
K02163.03,CAND,28.2251049,2.354,201.3,1.59,625,36.13,6014,4.436,1.021,295.62659,49.130428,TBD,N/A
K02183.03,CAND,150.381954,4.968,396.1,2.26,325,2.63,5569,4.459,0.954,292.17114,40.916309,TBD,N/A
K02184.02,CAND,95.906433,4.08,836.2,2.17,288,1.63,4620,4.564,0.736,290.17502,52.220341,TBD,N/A
K02194.03,CAND,445.21685,16.37,211.6,1.37,237,0.74,5670,4.387,0.95,292.32645,38.657581,TBD,N/A
K02209.02,CAND,35.502865,8.149,115.9,2.18,724,64.83,5528,3.892,1.839,292.71445,44.082329,TBD,N/A
K00945.03,CAND,66.789347,4.08,358.5,2.07,490,13.61,6297,4.448,1.031,297.9516,46.264721,TBD,N/A
K06068.01,CAND,6.150251376,1.68923,2128.7,100.03,2251,6066.49,8914,3.896,2.867,297.18176,45.988441,TBD,N/A
K06164.01,CAND,29.5126153,6.314,188.2,1.84,678,49.95,5746,4.189,1.351,295.97079,43.52969,TBD,N/A
K02281.02,CAND,455.27405,2.4,366,1.54,196,0.35,5178,4.556,0.818,293.1311,45.663551,TBD,N/A
K00365.02,CAND,117.761,3.454,53.9,0.62,337,3.06,5564,4.522,0.85,297.48691,49.623451,TBD,N/A
K02327.02,CAND,46.331703,4.514,299.9,1.39,441,8.98,5477,4.571,0.815,291.65778,48.009312,TBD,N/A
K02393.02,CAND,0.766691517,1.2638,244,1.22,1541,1334.22,4821,4.529,0.788,294.6647,39.783829,TBD,N/A
K02450.02,CAND,7.1931193,2.935,125.6,1.12,916,166.3,5518,4.4,1.008,294.00946,42.880772,TBD,N/A
K00266.02,CAND,47.7439509,2.99,96.9,1.74,575,25.84,5949,4.272,1.292,295.40433,42.981422,TBD,N/A
K00992.02,CAND,4.57834367,3.987,140.7,1.44,1206,499.41,5782,4.28,1.22,291.49942,37.05928,TBD,N/A
K01522.02,CAND,12.654896,4.325,100.6,1.02,801,97.41,5833,4.407,1.022,295.80658,50.909801,TBD,N/A
K06168.01,CAND,131.258668,4.89,153,1.59,433,8.31,6443,4.325,1.248,296.58698,43.766918,TBD,N/A
K07870.01,CAND,92.552007,2.135,282.6,2.1,440,8.87,5808,4.306,1.22,297.0672,44.0676,TBD,N/A
K06168.02,CAND,75.072964,9.21,74.3,1.09,522,17.51,6443,4.325,1.248,296.58698,43.766918,TBD,N/A
K06172.01,CAND,31.8134892,1.422,234.2,1.18,496,14.31,5505,4.586,0.776,291.06699,44.071201,TBD,N/A
K02610.02,CAND,115.230655,17.735,164.4,4.02,632,37.8,6585,3.813,2.517,292.09332,37.61348,TBD,N/A
K02719.02,CAND,106.25976,6.101,354,1.5,303,1.99,4827,4.508,0.823,291.18497,40.311211,TBD,N/A
K02828.02,CAND,505.462916,10.127,1724,3.46,181,0.25,4817,4.499,0.833,289.53882,41.892818,TBD,N/A
K02869.02,CAND,274.743032,9.137,309,2.16,330,2.82,6277,4.306,1.207,296.29355,43.403271,TBD,N/A
K00423.02,CAND,360.477635,4.332,604,11943.8,339,3.11,6266,4.101,1.522,296.96027,46.034302,TBD,N/A
K02871.03,CAND,18.0811429,4.44,71.2,0.75,638,39.18,5693,4.551,0.856,290.20163,48.185822,TBD,N/A
K06085.01,CAND,5.902596818,5.5711,54894,25.8,1123,376.53,6184,4.371,1.094,292.7561,49.264561,TBD,N/A
K06173.01,CAND,214.013044,7.87,123.2,1.54,397,5.89,6698,4.267,1.37,291.74231,44.074871,TBD,N/A
K06176.01,CAND,143.09688,17.74,125,1.48,441,8.94,6725,4.335,1.31,287.9856,44.147202,TBD,N/A
K06178.01,CAND,13.0327301,3.902,242.3,1.64,809,101.4,6122,4.471,0.996,287.53177,44.30801,TBD,N/A
K02971.02,CAND,31.9533679,8.424,106.1,1.65,725,65.15,6313,4.228,1.467,297.39371,39.829041,TBD,N/A
K03028.02,CAND,458.16754,6.97,683,2.11,208,0.45,5536,4.566,0.816,294.96246,46.676289,TBD,N/A
K03088.02,CAND,67.8766605,2.598,389.2,1.92,455,10.11,6018,4.485,0.975,291.16437,45.318291,TBD,N/A
K03214.02,CAND,25.0901574,8.273,37.7,1.35,852,124.33,6033,3.985,1.788,298.67377,43.795479,TBD,N/A
K03401.02,CAND,326.6708,10.84,386.4,2.2,283,1.52,5896,4.343,1.072,297.47839,46.81575,TBD,N/A
K00238.03,CAND,362.97828,14.083,260.6,1.96,296,1.81,6086,4.274,1.216,296.99863,42.78196,TBD,N/A
K00593.04,CAND,240.192808,9.72,605.8,2.68,298,1.86,6004,4.484,0.977,294.98914,46.838329,TBD,N/A
K00993.03,CAND,86.723653,4.852,241,1.43,391,5.5,5830,4.54,0.876,290.72867,37.252651,TBD,N/A
K07878.01,CAND,36.566324,4.832,2943,15.41,828,110.92,5294,3.599,2.884,300.63809,44.156269,TBD,N/A
K06093.01,CAND,20.5736113,11.222,76,3.86,1197,484.82,5440,3.404,4.524,292.55194,37.421211,TBD,N/A
K03207.01,CAND,0.954388314,6.26,57.2,2.27,3406,31694.26,7056,3.813,2.785,288.23862,46.118061,TBD,N/A
K03420.01,CAND,5.77451117,3.752,156.3,1.87,1232,544.74,5821,4.127,1.492,294.01529,42.824371,TBD,N/A
K00351.07,CFRM,124.922516,11.942,498.7,3.37,407,6.45,5970,4.317,1.2,284.4335,49.305161,Unknown,Kepler-90 f
K01920.02,CAND,10.1384691,4.026,92.8,0.74,723,64.55,5483,4.589,0.779,285.12204,44.1106,TBD,N/A
K01992.03,CAND,85.517344,9.331,270.2,3.04,482,12.75,5592,4.115,1.451,289.19958,49.305721,TBD,N/A
K06618.01,CAND,8.6040858,3.01,87.6,0.94,947,189.96,6250,4.472,0.986,292.17029,40.907162,TBD,N/A
K07882.01,CAND,65.415183,4.224,417.1,1.31,295,1.79,4348,4.62,0.646,291.31281,44.38192,TBD,N/A
K06753.01,CAND,72.28198,2.478,1265,13.11,984,221.28,7694,3.631,3.627,284.33261,42.12709,TBD,N/A
K06889.01,CAND,75.906736,11.64,26.9,0.63,507,15.65,6140,4.248,1.206,286.14291,43.236351,TBD,N/A
K06890.01,CAND,2.15888911,1.791,102.4,0.72,1130,384.49,5269,4.627,0.713,286.33069,43.267929,TBD,N/A
K06892.01,CAND,17.5806026,4.17,138.8,1.87,816,104.96,5839,4.199,1.358,290.12088,43.24361,TBD,N/A
K07023.01,CAND,2.71772323,3.22,70.3,0.72,1123,375.05,5135,4.464,0.874,290.85971,44.350922,TBD,N/A
K07157.01,CAND,23.9830523,8.77,83.2,1.17,718,62.83,5696,4.178,1.292,298.80557,45.759998,TBD,N/A
K07283.01,CAND,134.413808,13.907,206.1,1.69,391,5.51,6013,4.37,1.187,296.89828,47.081059,TBD,N/A
K07894.01,CAND,347.97611,16.77,341.3,1.62,253,0.97,5995,4.536,0.878,290.3031,44.678089,TBD,N/A
K04526.02,CAND,11.8187288,4.017,249,2.09,919,168.38,5803,4.211,1.328,295.96893,38.867168,TBD,N/A
K04535.02,CAND,5.78901936,3.102,110.3,0.78,849,122.75,5289,4.546,0.748,292.25284,38.60899,TBD,N/A
K04838.02,CAND,6.33342309,3.46,123.3,7.62,625,36.11,4352,4.671,0.613,284.26859,44.19754,TBD,N/A
K04871.02,CAND,5.522479,2.666,33.1,0.76,1288,650.66,6532,4.271,1.247,288.52902,42.27626,TBD,N/A
K06368.01,CAND,9.4588054,3.66,270,1.78,943,187.04,6247,4.433,1.066,292.56421,38.931129,TBD,N/A
K06372.01,CAND,71.008017,5.395,170.2,1.11,419,7.27,5847,4.526,0.849,285.27823,39.088428,TBD,N/A
K06375.01,CAND,2.90805147,2.812,103.1,0.97,1220,523.63,5889,4.543,0.869,295.89651,39.076359,TBD,N/A
K06631.01,CAND,2.56271232,2.163,29.4,0.48,1171,443.49,5190,4.446,0.899,285.95218,41.14439,TBD,N/A
K06762.01,CAND,15.08186,4.004,81.6,0.98,758,78.11,5794,4.377,1.012,297.83545,42.11039,TBD,N/A
K06763.01,CAND,2.44693823,0.954,26.4,0.56,1379,855.53,5821,4.419,1.033,287.23486,42.263309,TBD,N/A
K06765.01,CAND,13.05609,3.498,170.8,1.3,814,103.85,6078,4.434,0.994,289.04434,42.280022,TBD,N/A
K07032.01,CAND,3.64049242,1.194,42.1,0.61,1136,393.32,5745,4.503,0.936,300.42432,44.343601,TBD,N/A
K07162.01,CAND,5.1581317,7.773,37.9,2.02,1642,1720.62,5155,3.511,3.355,291.0527,45.835129,TBD,N/A
K07291.01,CAND,25.9136674,10.498,109.7,3.37,966,205.72,6167,3.804,2.346,298.9006,47.107769,TBD,N/A
K07426.01,CAND,6.96197304,2.806,151.3,0.97,778,86.68,5008,4.506,0.814,290.43677,48.983452,TBD,N/A
K07427.01,CAND,7.8935324,3.444,47.6,0.78,1052,289.79,6306,4.346,1.109,292.08185,48.96711,TBD,N/A
K07430.01,CAND,1.320499473,1.184,204,18.94,4477,95168.65,5172,2.693,13.454,282.93994,49.050289,TBD,N/A
K07432.01,CAND,13.1538409,11.56,104.6,1.03,750,74.8,5443,4.36,1.008,285.63681,49.009109,TBD,N/A
K00460.02,CAND,36.0484798,5.763,127.6,1.24,566,24.28,5602,4.33,1.1,296.63684,43.802792,TBD,N/A
K05875.02,CAND,4.2742605,2.687,263.8,1.88,1326,730.69,6477,4.361,1.148,283.06863,48.802078,TBD,N/A
K06253.01,CAND,27.556452,8.23,289.2,1.4,531,18.86,5509,4.565,0.836,291.11398,36.994061,TBD,N/A
K06384.01,CAND,566.28176,20.39,1200,2.79,203,0.4,5829,4.575,0.802,296.07407,39.158192,TBD,N/A
K06635.01,CAND,0.52740121,4.807,1316,1.49,1027,263.23,3582,4.847,0.41,288.88849,41.246738,TBD,N/A
K06641.01,CAND,1.400903699,0.883,136.5,1.16,1764,2284.73,6375,4.474,0.975,293.7937,41.204491,TBD,N/A
K06774.01,CAND,17.3816224,2.73456,59099,26.55,756,77.09,6116,4.407,1.02,284.13208,42.350441,TBD,N/A
K06776.01,CAND,28.655498,8.58,173.6,1.45,658,44.37,6268,4.429,1.1,288.73029,42.334011,TBD,N/A
K06777.01,CAND,13.4450174,2.118,196.2,1.08,606,31.92,5003,4.553,0.759,290.72195,42.391571,TBD,N/A
K06904.01,CAND,26.1556767,1.542,295,1.28,501,14.92,5204,4.573,0.76,293.41785,43.34285,TBD,N/A
K06907.01,CAND,4.60687717,2.295,258.7,1.14,865,132.78,5110,4.582,0.711,297.24039,43.397678,TBD,N/A
K07040.01,CAND,502.20642,9.39,447.9,2.18,212,0.48,6018,4.615,0.733,296.05728,44.461079,TBD,N/A
K07041.01,CAND,8.3613732,3.649,104.7,0.79,793,93.31,5470,4.509,0.777,296.38422,44.433418,TBD,N/A
K07169.01,CAND,10.5113779,4.74,29.9,0.72,1052,289.46,6575,4.278,1.305,289.04196,45.977081,TBD,N/A
K07174.01,CAND,1.58487898,1.791,42.9,0.37,943,187.91,4201,4.675,0.566,288.87769,46.059139,TBD,N/A
K07301.01,CAND,20.9525604,3.986,232.9,1.19,495,14.2,4885,4.61,0.72,287.47986,47.360161,TBD,N/A
K07305.01,CAND,3.72920972,5.012,14.4,0.8,1713,2035.92,6215,3.955,2.05,297.47162,47.39994,TBD,N/A
K07434.01,CAND,5.704593,1.149,129.9,0.95,900,154.92,5523,4.566,0.832,287.04843,49.02861,TBD,N/A
K07435.01,CAND,1.36752316,1.208,61,0.82,1684,1899.59,5836,4.417,1.048,287.22009,49.053501,TBD,N/A
K07437.01,CAND,1.9997244,1.976,85.1,0.84,1385,870.41,5838,4.529,0.897,291.72018,49.084541,TBD,N/A
K06256.01,CAND,14.137062,2.264,393,1.37,568,24.62,4861,4.574,0.709,292.13239,37.388481,TBD,N/A
K06259.01,CAND,4.78113942,2.733,105.8,1.14,1130,386.46,5683,4.326,1.115,291.8129,37.55587,TBD,N/A
K06259.02,CAND,7.18864064,2.364,133.5,1.3,987,223.87,5683,4.326,1.115,291.8129,37.55587,TBD,N/A
K06511.01,CAND,27.122801,5.255,234.7,1.46,594,29.38,5878,4.512,0.945,286.21539,40.203411,TBD,N/A
K06513.01,CAND,5.62241111,1.185,464.1,1.17,561,23.43,3894,4.71,0.541,287.97455,40.25523,TBD,N/A
K06516.01,CAND,11.2901559,10.475,163.8,0.88,617,34.17,5025,4.609,0.657,289.84402,40.262741,TBD,N/A
K06646.01,CAND,7.1356633,1.789,255.5,1.38,751,75.39,4926,4.522,0.793,282.58801,41.347092,TBD,N/A
K06781.01,CAND,14.5909249,1.591,146.9,0.93,622,35.34,5214,4.527,0.766,292.30566,42.302479,TBD,N/A
K06783.01,CAND,11.8496351,3.319,183.8,1.31,802,97.71,6032,4.508,0.929,293.02472,42.325089,TBD,N/A
K06786.01,CAND,455.62395,13.07,1112.1,3,228,0.64,5883,4.53,0.892,295.93283,42.39669,TBD,N/A
K06913.02,CAND,1.75173647,5.122,68.4,3.86,4900,136315.31,10894,3.667,4.378,292.78702,43.416039,TBD,N/A
K07179.01,CAND,407.14656,23.26,82.3,1.18,272,1.29,5845,4.282,1.198,297.37427,46.054806,TBD,N/A
K07180.01,CAND,487.83894,32.77,453.3,3.94,298,1.88,5421,3.882,1.877,300.13855,46.061691,TBD,N/A
K07182.01,CAND,6.853888,2.561,653.8,1.74,613,33.32,4199,4.609,0.684,284.95761,46.14381,TBD,N/A
K00547.02,CAND,7.34672485,2.136,143,0.97,784,89.33,5271,4.578,0.821,294.5704,50.673019,TBD,N/A
K07445.01,CAND,6.933574,2.43,276.7,1.3,829,111.53,5510,4.584,0.793,295.92404,49.220188,TBD,N/A
K06262.01,CAND,0.673141323,0.921,229.5,1.29,1834,2675.15,5461,4.552,0.858,286.11075,37.611851,TBD,N/A
K06263.01,CAND,8.60965352,2.218,63.2,3.33,1550,1365.41,5418,3.447,4.233,291.02719,37.613911,TBD,N/A
K06267.01,CAND,13.8911152,5.062,204.9,1.12,674,48.8,5472,4.499,0.79,286.13458,37.799881,TBD,N/A
K06399.01,CAND,6.76890076,3.616,123.1,1.24,1017,253.3,5737,4.327,1.125,294.40472,39.351681,TBD,N/A
K06401.01,CAND,1.96134311,11.856,207.8,41.53,2167,5197.02,6221,3.935,2.198,296.14655,39.396938,TBD,N/A
K06526.01,CAND,486.77832,15.29,370.8,9.3,409,6.6,5039,3.295,4.95,295.94925,40.247829,TBD,N/A
K06653.01,CAND,28.2682167,1.355,197,1.22,526,18.12,5496,4.564,0.838,292.64594,41.353039,TBD,N/A
K06657.01,CAND,1.6037058,9.067,32.8,1.54,2492,9138.09,6400,3.877,2.512,296.104,41.36927,TBD,N/A
K07884.01,CAND,0.70965042,1.318,223.4,1.49,2036,4086.46,5618,4.373,1.002,299.77228,44.363022,TBD,N/A
K06793.01,CAND,3.62657392,1.791,98.5,0.79,1014,250,5416,4.579,0.8,291.49585,42.47813,TBD,N/A
K06918.01,CAND,0.902403563,1.7129,4759.5,6.17,1688,1919.35,5776,4.599,0.755,287.57062,43.531738,TBD,N/A
K06919.01,CAND,8.7998722,1.153,270.3,1.09,577,26.18,4298,4.603,0.675,288.37213,43.591221,TBD,N/A
K06921.01,CAND,6.87778029,3.199,124,1.19,1052,289.51,6274,4.434,1.062,290.00784,43.502129,TBD,N/A
K06925.01,CAND,12.9489256,2.162,331,0.94,416,7.09,3867,4.734,0.525,281.35678,43.658352,TBD,N/A
K07889.01,CAND,130.235324,5.678,750.1,2.44,332,2.86,5616,4.529,0.903,289.57452,44.519939,TBD,N/A
K07892.01,CFRM,10.692115,4.657,408.4,2.71,1008,244.47,6474,4.311,1.242,282.37753,44.694592,Neptune-like,Kepler-457 d
K07319.01,CAND,17.1677675,2.975,335.1,0.97,370,4.43,3761,4.724,0.526,283.84756,47.515659,TBD,N/A
K07320.01,CAND,8.50207749,3.057,117.3,0.75,679,50.14,4889,4.57,0.715,288.29715,47.56004,TBD,N/A
K07449.01,CAND,1.322475635,5.307,997.3,14.03,1097,342.59,4668,4.7,0.548,285.37671,49.461712,TBD,N/A
K07455.01,CAND,3.773744,15.2,85.2,2.44,2001,3791.11,7302,3.965,2.069,287.57501,49.551167,TBD,N/A
K06274.01,CAND,18.1772927,4.703,213.1,1.5,737,69.62,6158,4.455,1.026,292.73026,37.787182,TBD,N/A
K06276.01,CAND,3.09872834,1.89,248,0.64,579,26.6,3628,4.842,0.41,286.81915,37.859009,TBD,N/A
K06409.01,CAND,19.9310602,8.48,97.9,2.42,960,201.01,5500,3.775,2.491,293.5787,39.447979,TBD,N/A
K06532.01,CAND,0.813998812,0.675,183.4,1.36,1933,3285.52,5705,4.424,0.989,286.74857,40.36544,TBD,N/A
K06664.01,CAND,14.7639145,3.14,162.5,0.93,632,37.74,5541,4.613,0.733,287.46738,41.47163,TBD,N/A
K06666.01,CAND,1.118510435,1.111,72.7,0.75,1684,1898.51,5918,4.544,0.865,293.2793,41.403679,TBD,N/A
K06798.01,CAND,2.64185268,1.76,149.8,3.56,2104,4636.69,5195,3.409,2.935,294.07739,42.402241,TBD,N/A
K06931.01,CAND,2.54031121,1.83,173.3,1.2,1268,611.31,5778,4.531,0.911,295.50229,43.609871,TBD,N/A
K07061.01,CAND,1.371587993,12.901,456.1,4.91,2413,8016.36,7045,4.154,1.604,294.20145,44.639839,TBD,N/A
K07195.01,CAND,5.89773974,2.243,77.9,1,1150,414.11,6300,4.371,1.126,292.15543,46.204529,TBD,N/A
K07197.01,CAND,1.74145041,1.712,370.6,1.46,1234,547.5,5238,4.598,0.764,294.95062,46.242149,TBD,N/A
K07199.01,CAND,20.2944118,0.357,453.9,774.73,648,41.69,5865,4.518,0.918,295.25565,46.2164,TBD,N/A
K07327.01,CAND,17.9908273,1.436,660,1.88,541,20.29,4918,4.546,0.752,282.15787,47.686531,TBD,N/A
K07330.01,CAND,198.11309,15.59,53.3,1.09,399,5.96,6163,4.144,1.486,289.32047,47.632446,TBD,N/A
K07460.01,CAND,5.70509519,1.58,283.6,1.58,947,189.8,5455,4.448,0.927,287.31912,49.65699,TBD,N/A
K06538.01,CAND,129.847318,13.057,198.4,1.45,385,5.22,6133,4.427,1.032,293.67682,40.334068,TBD,N/A
K06672.01,CAND,2.28494301,1.01,161.8,1,1180,458.39,5396,4.571,0.789,285.33963,41.539749,TBD,N/A
K06676.01,CAND,439.21978,9.392,342.3,1.81,266,1.18,6553,4.479,0.962,293.16168,41.538158,TBD,N/A
K06934.01,CAND,22.2548897,13.454,83.8,2.16,899,154.4,5349,3.76,2.388,282.67258,43.788311,TBD,N/A
K07069.01,CAND,1.01485981,1.65,243,1.61,1928,3274.72,6158,4.453,1.024,286.91599,44.704529,TBD,N/A
K07072.01,CAND,15.3902613,3.431,76.8,4.39,1459,1069.24,5649,3.282,4.994,291.79575,44.746181,TBD,N/A
K07073.01,CAND,279.036565,31.92,395.2,30.25,323,2.58,6072,4.285,1.273,292.01733,44.713268,TBD,N/A
K07074.01,CAND,26.8552365,2.185,194.2,1.49,618,34.48,6045,4.494,0.955,290.75494,44.851589,TBD,N/A
K07076.01,CAND,16.2347636,4.2,115.5,1.28,852,124.25,6478,4.371,1.188,293.53033,44.832771,TBD,N/A
K07205.01,CAND,2.3518268,5.797,576.6,39.82,1535,1313.37,5445,4.14,1.426,284.69968,46.375092,TBD,N/A
K07208.01,CAND,3.57944367,1.869,117.2,0.87,1018,253.89,5341,4.546,0.801,286.85812,46.311729,TBD,N/A
K07209.01,CAND,8.2553499,3.959,54.5,3.28,1462,1079.27,5403,3.559,3.6,287.51071,46.38995,TBD,N/A
K07339.01,CAND,10.6982275,3.198,246,1.73,919,168.88,6277,4.417,1.097,296.02774,47.753551,TBD,N/A
K07467.01,CAND,7.20558084,2.997,58,1.33,1253,582.45,6002,4.025,1.693,284.95026,49.747147,TBD,N/A
K07470.01,CAND,392.50115,9.88,391.2,1.9,225,0.6,5128,4.388,0.988,296.53479,49.785851,TBD,N/A
K07471.01,CAND,5.29655591,3.93,135.4,1.3,1156,421.14,6268,4.429,1.1,296.82037,49.75045,TBD,N/A
K06291.01,CAND,8.8324193,2.252,74.1,0.98,999,234.99,6060,4.29,1.133,292.29626,37.93306,TBD,N/A
K06293.01,CAND,5.88836941,1.05,119.9,1.21,1125,379.27,6243,4.39,1.084,286.58701,38.00108,TBD,N/A
K06425.01,CAND,521.10826,18.36,244.7,1.5,231,0.68,5942,4.432,0.947,293.23929,39.691681,TBD,N/A
K06546.01,CAND,3.39401963,2.984,98.4,1.03,1306,689.16,6181,4.431,1.029,288.03058,40.418301,TBD,N/A
K06680.01,CAND,5.52507406,2.565,61.5,0.8,1028,263.79,5600,4.378,1.037,284.12134,41.633072,TBD,N/A
K06819.01,CAND,3.226232203,0.4022,36.3,1.01,1620,1627.1,6534,4.203,1.437,286.84534,42.67696,TBD,N/A
K06949.01,CAND,2.352446342,1.6802,32.5,1.24,2173,5269.29,6749,3.941,2.003,282.15485,43.867352,TBD,N/A
K07215.01,CAND,3.90735046,2.896,109.3,0.83,1007,243.14,5497,4.577,0.809,292.82965,46.365768,TBD,N/A
K07345.01,CAND,377.501257,11.98,541.4,2.16,242,0.81,5751,4.508,0.94,285.6409,47.81105,TBD,N/A
K07479.01,CAND,7.1969168,4.525,47.1,1.1,1132,388.54,5530,4.045,1.575,296.73917,49.978352,TBD,N/A
